index  name        lat               lon              x_m        y_m
--------------------------------------------------------------------------------
    0  enter            51.42421477       -2.66866554      66.41      78.44
    1  W3_0             51.42407378       -2.66889463      50.53      62.76
    2  W4_0             51.42349676       -2.67100727     -95.96      -1.40
    3  W0_0             51.42334798       -2.67082649     -83.42     -17.94
    4  W1_0             51.42299311       -2.67002407     -27.79     -57.40
    5  W2_0             51.42342179       -2.66840251      84.65      -9.74
    6  W3_1             51.42387842       -2.66874717      60.75      41.04
    7  W4_1             51.42342584       -2.67040421     -54.14      -9.29
    8  W1_1             51.42323884       -2.66998137     -24.82     -30.08
    9  W2_1             51.42353291       -2.66886895      52.31       2.62
   10  W3_2             51.42359643       -2.66891689      48.98       9.68
   11  W4_2             51.42338120       -2.66970494      -5.66     -14.25
